time,rms_energy,spectral_centroid,spectral_rolloff,spectral_bandwidth,spectral_flatness,zero_crossing_rate,dissonance
0.0,0.0007296257535926,2944.817846915772,8010.3515625,4973.912264711986,0.3442814648151397,0.0149659868329763,0.49352387338686654
0.1,0.0008407028508372,1792.045377914304,3509.912109375,3970.379888794156,0.1918863952159881,0.0095238098874688,0.03765310673756901
0.2,0.0006858182023279,2439.8114470927912,6309.228515625,4629.311077548476,0.2812637984752655,0.0122448978945612,0.24208028499102568
0.3,0.0014182878658175,2681.209234841282,6869.091796875,4907.107673057548,0.3206172883510589,0.0038548752199858,0.3892383082143358
0.4,0.0012601866619661,2748.4017783745644,6782.958984375,4949.876492245384,0.3331300020217895,0.0088435374200344,0.44314592888797977
0.5,0.0015588875394314,2832.091575922894,7256.689453125,5042.693844594983,0.3423688113689422,0.0049886619672179,0.48523813926629195
0.6,0.0010752151720225,2040.798412668101,3897.509765625,4146.543650720404,0.2281462997198104,0.0174603182822465,0.09943353706733739
0.7,0.0019712573848664,1428.901194462043,1335.05859375,3305.604923474915,0.1414634138345718,0.0167800448834896,0.0005712080584325774
0.8,0.0018941269954666,1311.8796241711598,1313.525390625,3263.817650811359,0.1357127577066421,0.0192743763327598,0.0
0.9,0.0020593078806996,2323.878822515085,4457.373046875,4406.819445317864,0.2649815380573272,0.019501132890582,0.1925276514579277
1.0,0.0022010863758623,2977.73579611088,6632.2265625,4844.303730102567,0.3403787016868591,0.0253968257457017,0.47696751250786346
1.1,0.0027597604785114,2934.6228326418436,6438.427734375,4798.334052303097,0.3347746431827545,0.0299319736659526,0.4515479453743833
1.2,0.0025726018939167,1920.7383900383843,2497.8515625,3856.761306073432,0.2072539627552032,0.025623582303524,0.060735078758044084
1.3,0.0041010910645127,1484.516198703839,1378.125,3095.6010778499717,0.137309193611145,0.0299319736659526,0.0
1.4,0.0021577065344899,1438.1349474955534,1356.591796875,3155.145409557824,0.1378337442874908,0.0265306122601032,1.1582952091238841e-05
1.5,0.0038366429507732,1099.5246900838863,1270.458984375,2427.966439926812,0.0851874351501464,0.0238095242530107,0.025404948476792134
1.6,0.0046881879679858,2214.17137213766,3682.177734375,4196.27462886122,0.2475021779537201,0.0210884362459182,0.14542850543945895
1.7,0.0050145015120506,2274.476040831974,3746.77734375,4180.343035939804,0.2495179921388626,0.0301587302237749,0.15061854755930085
1.8,0.0052904188632965,2514.491192578327,4801.904296875,4431.153574143161,0.2821144461631775,0.0299319736659526,0.24686188244555488
1.9,0.0055529926903545,2747.726525387962,5598.6328125,4611.635784884398,0.308091938495636,0.0301587302237749,0.3407052188011091
2.0,0.0043649962171912,2615.1018809286375,5060.302734375,4476.6476483476135,0.2905244827270508,0.0299319736659526,0.27543149379806076
2.1,0.004562088754028,2310.8241185876514,3768.310546875,4194.240586263625,0.2517461776733398,0.0301587302237749,0.15643104916983194
2.2,0.0062950584106147,1576.7614390637968,1485.791015625,3312.6124360235985,0.1546133756637573,0.0299319736659526,0.004989262406146602
2.3,0.0048213214613497,1893.2606332592952,2325.5859375,3772.547422108772,0.1995509713888168,0.0269841272383928,0.04898144221910081
2.4,0.0047284350730478,1585.3666361021533,1593.45703125,3283.883175124877,0.1547602713108062,0.0303854867815971,0.004987953267217529
2.5,0.0053100953809916,1059.1265552293232,1291.9921875,2270.867763147398,0.078317604959011,0.0267573688179254,0.03313248691880776
2.6,0.0053434162400662,1472.383698079693,1442.724609375,3041.444596793,0.1355604231357574,0.0315192751586437,0.0
2.7,0.0050689149647951,2093.9467774741843,3036.181640625,3997.702063824589,0.2234807908535003,0.0321995466947555,0.09070867255843315
2.8,0.0047225775197148,1855.1525351430005,2196.38671875,3705.257642823324,0.1930553913116455,0.0326530598104,0.03978102747392622
2.9,0.0046677128411829,2146.142776612599,3229.98046875,4024.710904275159,0.2316826581954956,0.0333333350718021,0.10787321315919703
3.0,0.0047604022547602,3208.507425839547,7278.22265625,4941.438973864258,0.3650579452514648,0.0335600897669792,0.5985587848685086
3.1,0.0065244636498391,2253.300559128901,3466.845703125,4059.349716380853,0.2406200617551803,0.0331065766513347,0.12880752544908217
